domain,company,category,sources,have_DMs
gotodigital.co.il,,,discolike_IL,no
gotrack-drive.com,,,discolike_IL,no
gowith.io,GoWith,SaaS,scrape,no
gpupilot.io,,,discolike_IL,no
grabit.co.il,,,discolike_IL,no
gradiency.io,,,supersoniq_proven,yes
grado.app,,,discolike_IL,no
graftsolutions.com,,,supersoniq_proven,yes
grain.co,Grain,fintech,scrape,no
granulate.io,Granulate,App performance optimization,scrape,no
gravity.co.il,,,supersoniq_proven,yes
gravix.ai,Gravix,LegalTech,scrape,no
gravy.co.il,,,discolike_IL,no
green-api.org.il,,,discolike_IL,no
grohsystems.com,,,discolike_IL,no
groundcover.com,Groundcover,Observability,discolike_IL|scrape,no
groupshield.icu,,,discolike_IL,no
growaii.net,,,discolike_IL,no
growbyshoham.com,,,discolike_IL,no
growprobiz.com,,,discolike_IL,no
growthdigital.agency,,,discolike_IL,no
growthgrid.org,,,discolike_IL,no
growthspace.com,GrowthSpace,hrtech,scrape,no
growthtoolz.com,,,discolike_IL,no
growthwithmoran.com,,,discolike_IL,no
guccu.net,,,discolike_IL,no
guesty.com,Guesty,proptech,scrape,no
guidde.com,Guidde,saas documentation,scrape,no
gurumedia.com,,,discolike_IL,no
guygreenhut.com,,,discolike_IL,no
gwcueastern.com,,,discolike_IL,no
gynger.io,Gynger,Tech procurement financing,scrape,no
h-erp.co.il,,,discolike_IL,no
h-shakes.com,,,discolike_IL,no
h2pro.co,,,supersoniq_proven,yes
habeshaplus.co.il,,,discolike_IL,no
habonim.com,,,supersoniq_proven,yes
hadar-kupot.co.il,,,discolike_IL,no
hadavar.co.il,,,discolike_IL,no
hailo.ai,Hailo,AI edge chips/software,scrape|supersoniq_proven,yes
haimklain.com,,,discolike_IL,no
hakablan.co.il,,,discolike_IL,no
hamejjungelet.biz,,,discolike_IL,no
hamozot.online,,,discolike_IL,no
handysoft.co.il,,,discolike_IL,no
hanibaal-en.com,,,discolike_IL,no
hanibaal.co.il,,,discolike_IL,no
hanutexpress.co.il,,,discolike_IL,no
happyflow.co.il,,,discolike_IL,no
harbo-technologies.com,,,supersoniq_proven,yes
hard-book.com,,,discolike_IL,no
hardoof.com,,,discolike_IL,no
harman.com,,,supersoniq_proven,yes
harmon.ie,harmon.ie,Collaboration SaaS,scrape,no
harmonya.com,Harmonya,Retail product data,scrape,no
haro.co.il,,,discolike_IL,no
harpdx.com,,,discolike_IL,no
haruv.org.il,,,supersoniq_proven,yes
hashmal-motor.co.il,,,supersoniq_proven,yes
hatima.co.il,,,discolike_IL,no
hawkdigital.co.il,,,discolike_IL,no
hayozer.co.il,,,discolike_IL,no
hazmana.co.il,,,discolike_IL,no
hbm-edison.com,,,discolike_IL,no
hbmi.org.il,,,discolike_IL,no
hdr-studio.co.il,,,discolike_IL,no
headless-wp.co.il,,,discolike_IL,no
headsmartglobalagency.com,,,discolike_IL,no
healthee.co,Healthee,healthtech saas,scrape,no
healthee.com,Healthee,HR health benefits SaaS,scrape,no
healthy.io,Healthy.io,healthtech,scrape,yes
heatintelligence.com,,,discolike_IL,no
hebrew-nlp.co.il,,,discolike_IL,no
heliconbooks.co.il,,,discolike_IL,no
heliconbooks.com,,,discolike_IL,no
helios.dev,Helios,devops saas,scrape,no
helloflow.cloud,,,discolike_IL,no
hellosanctum.com,,,discolike_IL,no
helply.co.il,,,discolike_IL,no
helpo.co.il,,,discolike_IL,no
herobi.io,,,discolike_IL|supersoniq_proven,yes
heromart.net,,,discolike_IL,no
herzoghospital.org,,,supersoniq_proven,yes
hey-oo.online,,,discolike_IL,no
heybisi.ai,,,discolike_IL,no
heytelma.com,,,discolike_IL,no
hibob.com,HiBob,hrtech saas,scrape|supersoniq_proven,yes
hiburit.co.il,,,discolike_IL,no
hidekel.com,,,discolike_IL,no
higents.com,,,discolike_IL,no
high-rad.com,,,discolike_IL,no
highlander.io,,,supersoniq_proven,yes
highnetsystems.com,,,discolike_IL,no
highseclabs.com,,,supersoniq_proven,yes
hightouch.com,Hightouch,data activation saas,scrape,no
hilan.co.il,,,supersoniq_proven,yes
hingaapp.com,,,discolike_IL,no
hiper-global.com,,,supersoniq_proven,yes
hippo.com,Hippo,InsurTech,scrape,no
hirundo.io,,,supersoniq_proven,yes
hitquote.online,,,discolike_IL,no
hola.ventures,,,discolike_IL,no
holaspark.com,,,discolike_IL,no
holdamoment.com,,,discolike_IL,no
holisticcrm.co.il,,,discolike_IL,no
hololink.io,Hololink,AR Software,scrape,no
homehero.co.il,,,discolike_IL,no
homepay.co.il,,,discolike_IL,no
homepod.co.il,,,discolike_IL,no
honeybook.com,HoneyBook,fintech,scrape,no
honeycombinsurance.com,Honeycomb,InsurTech,scrape,no
hoopo.tech,Hoopo,logistics tracking IoT,scrape,no
hoopsai.com,HoopsAI,Trading intelligence fintech,scrape,no
hopa.digital,,,discolike_IL,no
hopon.co,,,discolike_IL,no
horizon-pss.com,,,supersoniq_proven,yes
host98.net,,,discolike_IL,no
hostly.co.il,,,discolike_IL,no
hostpress.co.il,,,discolike_IL,no
hotyboty.co.il,,,discolike_IL,no
hoverlead.com,,,discolike_IL,no
href.sh,,,discolike_IL,no
hrhome.co.il,,,supersoniq_proven,yes
hsops.io,,,supersoniq_proven,yes
hunch.tools,Hunch,Product analytics AI,scrape,no
huppert.co.il,,,discolike_IL,no
hybiz.co.il,,,discolike_IL,no
hybrid.co.il,,,supersoniq_proven,yes
hyper-sales.com,,,discolike_IL,no
hypercore.ai,,,supersoniq_proven,yes
hyperteam.ai,,,discolike_IL,no
hypromotion.com,,,discolike_IL,no
hzmanaplus.co.il,,,discolike_IL,no
hzrit.co.il,,,discolike_IL,no
i-card.co.il,,,discolike_IL,no
i-guest.app,,,discolike_IL,no
i-t.co.il,,,discolike_IL,no
i24news.tv,,,supersoniq_proven,yes
iakoka.com,,,discolike_IL,no
ibex-ai.com,Ibex Medical Analytics,Healthtech AI,scrape,yes
ibi-tech.com,,,supersoniq_proven,yes
ibot-chat.com,,,discolike_IL,no
ibotpro.ai,,,discolike_IL,no
icalledu.com,,,discolike_IL,no
icharts.co.il,,,discolike_IL,no
iconzon.com,,,discolike_IL,no
icopy.co.il,,,discolike_IL,no
icreate-campaign.com,,,discolike_IL,no
id360aileadership.com,,,discolike_IL,no
idan-ai.co.il,,,discolike_IL,no
idata.ws,,,discolike_IL,no
idcardpro.co.il,,,discolike_IL,no
ide-tech.com,,,supersoniq_proven,yes
ideeza.com,IDEEZA,Engineering SaaS,scrape,no
idoz.net,,,discolike_IL,no
ievent.co.il,,,discolike_IL,no
ifill.cloud,,,discolike_IL,no
iforms.co.il,,,discolike_IL,no
ifrs16.ai,,,discolike_IL,no
igpt.ai,,,discolike_IL,no
iguazio.com,Iguazio,ai,scrape|supersoniq_proven,yes
ikoia.co.il,,,discolike_IL,no
il-card.com,,,discolike_IL,no
il-nostro-matrimonio.it,,,discolike_IL,no
ilanailanalightingcom.co.il,,,discolike_IL,no
ileads.co.il,,,discolike_IL,no
ilf.org.il,,,supersoniq_proven,yes
illumex.ai,illumex,Data governance AI,scrape|supersoniq_proven,yes
im-pulse.global,,,discolike_IL,no
image-ai.co.il,,,discolike_IL,no
imapi.io,,,discolike_IL,no
imboard.ai,,,discolike_IL,no
immunai.com,Immunai,healthtech,scrape,no
impactor.org.il,,,discolike_IL,no
impacx.io,,,discolike_IL,no
impersonally.io,,,supersoniq_proven,yes
imply.co.il,,,discolike_IL,no
impression.co.il,,,supersoniq_proven,yes
improve-it.co.il,,,supersoniq_proven,yes
improve-movement.co.il,,,discolike_IL,no
incentives-solutions.com,Incentives Solutions,Sales SaaS,scrape,no
incharge.store,,,discolike_IL,no
inclick.shop,,,discolike_IL,no
incredibuild.com,Incredibuild,Build acceleration,scrape|supersoniq_proven,yes
incrmntal.com,,,supersoniq_proven,yes
incuspark.io,,,discolike_IL,no
indeni.com,Indeni,Network infrastructure automation,scrape,no
infinidat.com,Infinidat,Enterprise storage software,scrape,no
infinigrow.com,,,supersoniq_proven,yes
influencehub.co.il,,,discolike_IL,no
infominer.co.il,,,discolike_IL,no
infor-aman.co.il,,,discolike_IL,no
inforu.co.il,,,discolike_IL,no
inkreadyprint.co.il,,,discolike_IL,no
inlingos.com,,,discolike_IL,no
innereye.ai,,,discolike_IL,no
innova-software.co.il,,,discolike_IL,no
innovid.com,Innovid,AdTech,scrape,no
insait.io,Insait,FinTech,scrape,no
insightcat.com,,,supersoniq_proven,yes
insightec.com,Insightec,Healthtech,scrape,no
insightense.com,,,discolike_IL,no
installit.co.il,,,discolike_IL,no
installvibes.com,,,discolike_IL,no
integria-ai.net,,,discolike_IL,no
integrity-software.co.il,,,supersoniq_proven,yes
intelliseam.ai,,,discolike_IL,no
inter-il.com,,,supersoniq_proven,yes
interaa.io,,,discolike_IL,no
intevia.ai,,,discolike_IL,no
intezer.com,Intezer,Cybersecurity,scrape|supersoniq_proven,yes
inthegame.io,Inthegame,Media SaaS,scrape,no
intone.ai,,,discolike_IL,no
intorya.com,,,discolike_IL,no
intuview.com,,,discolike_IL,no
inverra.co,,,discolike_IL,no
invite-me.co.il,,,discolike_IL,no
invodrive.com,,,discolike_IL,no
invoice-maven.co.il,,,discolike_IL,no
invoice-one.co.il,,,discolike_IL,no
invoice2go.co.il,,,discolike_IL,no
invokemobile.com,,,discolike_IL,no
invoola.co.il,,,discolike_IL,no
invplace.com,,,discolike_IL,no
inwise.co.il,,,discolike_IL,no
inwise.net,,,discolike_IL,no
ipack.co.il,,,discolike_IL,no
iplan.co.il,,,discolike_IL,no
iplcd.com,,,discolike_IL,no
ipm.co.il,,,discolike_IL,no
iqland.net,,,discolike_IL,no
iqo.co.il,,,discolike_IL,no
irgu.net,,,discolike_IL,no
iridize.com,,,supersoniq_proven,yes
irp-systems.com,IRP Systems,mobility software,scrape,no
is.com,ironSource,martech,scrape,no
iscriptor.com,,,discolike_IL,no
isend.co.il,,,discolike_IL,no
ishur.app,,,discolike_IL,no
isign.co.il,,,discolike_IL,no
iskit.biz,,,discolike_IL,no
isms.co.il,,,discolike_IL,no
israbiz.co.il,,,discolike_IL,no
isracard-coders.co.il,,,discolike_IL,no
isracard.co.il,,,supersoniq_proven,yes
israed.org,,,supersoniq_proven,yes
israel-expo.co.il,,,discolike_IL,no
israelcapitalholding.com,,,discolike_IL,no
israelcard.co.il,,,discolike_IL,no
israeldata.co.il,,,discolike_IL,no
israeliservice.co.il,,,discolike_IL,no
israelschwartz.com,,,discolike_IL,no
israeltoremet.org,,,discolike_IL,no
israseo.com,,,discolike_IL,no
istores.co.il,,,discolike_IL,no
isync.co.il,,,discolike_IL,no
ita.co.il,,,supersoniq_proven,yes
iteamai.com,,,discolike_IL,no
itnewsletter.co.il,,,discolike_IL,no
itqansystem.com,,,discolike_IL,no
itqlick.com,,,discolike_IL,no
itsbaba.com,,,discolike_IL,no
itsme.co.il,,,discolike_IL,no
ivix.ai,IVIX,financial intelligence big data,scrape,no
ivrit.ai,,,supersoniq_proven,yes
iwd.co.il,,,discolike_IL,no
izer.co.il,,,discolike_IL,no
izi.co.il,,,discolike_IL,no
jacada.com,Jacada,Customer service automation,scrape,no
jako.co.il,,,discolike_IL,no
jaro.co.il,,,discolike_IL,no
jastok.com,,,supersoniq_proven,yes
jellop.com,,,supersoniq_proven,yes
jellycloud.ai,,,discolike_IL,no
jfrog.com,JFrog,devtools,scrape,no
jiga.io,Jiga,manufacturing,scrape,no
jigso.io,Jigso,productivity ai saas,discolike_IL|scrape,no
jobybot.com,,,discolike_IL,no
joinswoop.com,Swoop,saas roadside,scrape,no
joinzorro.com,Zorro,insurtech saas,scrape,no
jones.app,Jones,insurtech saas,scrape,no
jonson-crm.com,,,discolike_IL,no
jooba.co.il,,,discolike_IL,no
joonko.co,Joonko,HR-tech,scrape,no
jot-s.com,,,discolike_IL,no
jotit.io,Jotit,edtech platform,scrape,no
journeyz.io,,,discolike_IL,no
joydigital.co.il,,,discolike_IL,no
joyned.co,Joyned,Ecommerce SaaS,scrape|supersoniq_proven,yes
jumbomail.me,,,discolike_IL,no
jumpstart.co.il,,,discolike_IL,no
justt.ai,Justt,fintech ai saas,scrape,no
jvgrow.co,,,discolike_IL,no
k-next.partners,,,discolike_IL,no
k2view.com,K2view,Data management platform,scrape|supersoniq_proven,yes
kadabrix.com,,,discolike_IL,no
kadmoo.co.il,,,discolike_IL,no
kahoona.com,Kahoona,RetailTech,scrape,no
kai.ai,,,supersoniq_proven,yes
kal-sites.com,,,discolike_IL,no
kal2order.com,,,discolike_IL,no
kala-crm.co.il,,,discolike_IL,no
kaleidoo.ai,,,supersoniq_proven,yes
kalfa.me,,,discolike_IL,no
kalgabai.com,,,discolike_IL,no
kalops.ai,,,discolike_IL,no
kaltime.com,,,discolike_IL,no
kaltura.com,Kaltura,Video platform,scrape,no
kaly.co.il,,,discolike_IL,no
kaps.co.il,,,discolike_IL,no
kardome.com,,,supersoniq_proven,yes
karmieldx.co.il,,,discolike_IL,no
karnashmall.co.il,,,discolike_IL,no
kartisi.com,,,discolike_IL,no
kartisyarok.co.il,,,discolike_IL,no
katana.co.il,,,discolike_IL,no
katzbat.com,,,discolike_IL,no
kavaati.co.il,,,discolike_IL,no
kavanu.co,,,discolike_IL,no
kaveret.biz,,,discolike_IL,no
kayamafoods.com,,,supersoniq_proven,yes
kedai.co.il,,,discolike_IL,no
kedailabs.com,,,discolike_IL,no
keelot.co.il,,,discolike_IL,no
keeperforms.com,,,supersoniq_proven,yes
keephq.dev,,,discolike_IL,no
keepintouch.co.il,,,discolike_IL,no
keinar.com,,,discolike_IL,no
kendago.com,,,supersoniq_proven,yes
kendoemailapp.com,,,discolike_IL,no
kerenmazor.com,,,supersoniq_proven,yes
kesherlb.co.il,,,discolike_IL,no
keshor.com,,,discolike_IL,no
keylabs.ai,Keylabs AI,AI Data Labeling,discolike_IL|scrape,no
khal.ai,,,discolike_IL,no
khealth.com,K Health,Healthtech,scrape,no
kibotu.ai,,,supersoniq_proven,yes
kideo.tech,,,supersoniq_proven,yes
kili.so,Kili,ai automation saas,scrape,no
kinor.com,,,supersoniq_proven,yes
kinstitute.org.il,,,supersoniq_proven,yes
kiponos.io,,,discolike_IL,no
kipp.ai,Kipp,fintech ai saas,scrape,no
kissterra.com,Kissterra,InsurTech,scrape|supersoniq_proven,yes
kitely.com,Kitely,Virtual Worlds Platform,scrape,no
kixcrm.co.il,,,discolike_IL,no
klabs.co.il,,,discolike_IL,no
klarvy.ai,,,discolike_IL,no
kletsel.com,,,discolike_IL,no
klevercompany.com,,,supersoniq_proven,yes
klh-tv.com,,,discolike_IL|supersoniq_proven,yes
klicky.co.il,,,discolike_IL,no
klikflo.com,,,discolike_IL,no
klutch.app,,,discolike_IL|supersoniq_proven,yes
kmslh.com,,,discolike_IL,no
knostic.ai,Knostic,cyber,scrape|supersoniq_proven,yes
knowme.co.il,,,discolike_IL,no
koalaedit.com,,,discolike_IL,no
kod-kod.ai,,,discolike_IL,no
kodo.co.il,,,discolike_IL,no
kolivri.com,,,discolike_IL,no
kolkav.com,,,discolike_IL,no
kolyom.co.il,,,discolike_IL,no
komodor.com,Komodor,devtools,scrape|supersoniq_proven,yes
konimbo.co.il,,,discolike_IL,no
konnecto.com,,,supersoniq_proven,yes
korax.co.il,,,discolike_IL,no
koverto.ai,,,discolike_IL,no
kramerav.com,,,supersoniq_proven,yes
kubiya.ai,Kubiya,DevOps AI assistant,scrape,no
kulu-lu.com,,,discolike_IL,no
kupiks.com,,,discolike_IL,no
kupotplus.co.il,,,discolike_IL,no
kursi.app,,,discolike_IL,no
kuverto.com,,,discolike_IL,no
kwazu.co.il,,,discolike_IL,no
kwin.co.il,,,discolike_IL,no
labelx.design,,,discolike_IL,no
labsuit.com,,,supersoniq_proven,yes
lad.co.il,,,discolike_IL,no
lama.ai,Lama AI,fintech ai saas,scrape,no
lamama.co.il,,,discolike_IL,no
lambdatest.com,LambdaTest,dev testing saas,scrape,no
landera.co.il,,,discolike_IL,no
landit.co.il,,,discolike_IL,no
landpages.co.il,,,discolike_IL,no
landy-ai.com,,,discolike_IL,no
laraship.com,,,discolike_IL,no
laservice.co.il,,,discolike_IL,no
lashon-subtitles.com,,,discolike_IL,no
lasolutions.co.il,,,discolike_IL,no
lastsaas.ai,,,discolike_IL,no
laundrypro.co.il,,,discolike_IL,no
law-mate.com,Lawmate,LegalTech,scrape,no
law-pdf.com,,,discolike_IL,no
law-yal.com,,,discolike_IL|supersoniq_proven,yes
lawflex.com,LawFlex,LegalTech,scrape,no
lawgeex.com,LawGeex,LegalTech,scrape,no
lazyinvoice.co.il,,,discolike_IL,no
lead-im.co.il,,,discolike_IL,no
leadaster.com,,,discolike_IL,no
leadchatbot.com,,,discolike_IL,no
leadclient.co.il,,,discolike_IL,no
leader.net,,,discolike_IL,no
leadhunters.co.il,,,discolike_IL,no
leadlayer.dev,,,discolike_IL,no
leadly.co.il,,,discolike_IL,no
leadmanager.co.il,,,discolike_IL,no
leadmecms.com,,,discolike_IL,no
leadon.co.il,,,discolike_IL,no
leados.com,,,discolike_IL,no
leadsap.com,,,discolike_IL,no
leadspotting.com,LeadSpotting,Sales Intelligence,scrape,no
leadya.co.il,,,discolike_IL,no
leadyourway.co.il,,,discolike_IL,no
leap.co.il,,,discolike_IL,no
leapthelimit.com,,,discolike_IL,no
leasecom.co.il,,,supersoniq_proven,yes
ledge.co,Ledge,fintech,scrape,no
ledgerlm.com,,,discolike_IL,no
lee.co.il,,,discolike_IL,no
legalcheq.com,LegalCheq,LegalTech,scrape,no
legalmate.io,Legalmate,LegalTech,scrape,no
legalup.me,LegalUp,LegalTech,scrape,no
leket.org,,,supersoniq_proven,yes
lemonade.com,Lemonade,insurtech,scrape,no
lendai.us,Lendai,real estate lending AI,scrape,no
letitsorti.com,,,discolike_IL,no
letsdeel.com,Deel,FinTech,scrape,no
letskipp.com,Kipp,fintech,scrape,no
levelz.co.il,,,discolike_IL,no
lexa.co.il,,,discolike_IL,no
lexense.com,Lexense,LegalTech,scrape|supersoniq_proven,yes
li-card.store,,,discolike_IL,no
libabiz.com,,,discolike_IL,no
liberio.ai,,,discolike_IL,no
lidsai.com,,,discolike_IL,no
lidz-ai.com,,,discolike_IL,no
lifeguards.co.il,,,discolike_IL,no
light.inc,Light,fintech saas,scrape,no
lightkey.io,Lightkey,LegalTech,scrape,yes
lightricks.com,Lightricks,martech,discolike_IL|scrape,no
lightrun.com,Lightrun,dev tools,scrape,no
lightsite.ai,,,discolike_IL,no
likeu.ai,,,discolike_IL,no
lili.co,Lili,FinTech,scrape,no
limitlesscnc.ai,,,supersoniq_proven,yes
lineapp.co.il,,,discolike_IL,no
linearb.io,LinearB,DevOps / engineering analytics,scrape,no
linguana.com,Linguana,video localization AI,scrape,no
linkaiil.com,,,discolike_IL,no
linkedmagic.io,,,discolike_IL,no
linkis.co.il,,,discolike_IL,no
linkx.co.il,,,discolike_IL,no
linno.chat,,,discolike_IL,no
linnovate.net,,,supersoniq_proven,yes
linqr.co.il,,,discolike_IL,no
linx.win,,,discolike_IL,no
linzo.co.il,,,discolike_IL,no
liquidity.com,Liquidity Group,Fintech financing/credit,scrape,no
lir.cards,,,discolike_IL,no
lishtot.com,,,supersoniq_proven,yes
lista-crm.com,,,discolike_IL,no
listsettlements.com,,,supersoniq_proven,yes
lisuto.ai,Lisuto,Ecommerce AI,scrape,no
lititi.com,,,discolike_IL,no
liva.ag,,,supersoniq_proven,yes
livepoint.co.il,,,discolike_IL,no
livesetar.com,,,discolike_IL,no
livesharebuild.com,,,discolike_IL,no
liveu.tv,,,supersoniq_proven,yes
lizzyai.com,Lizzy AI,LegalTech,scrape,no
llabo.co,Llabo,LegalTech,scrape,no
lmntix.ai,,,discolike_IL,no
loca-ai.com,,,discolike_IL,no
localedgeai.tech,,,discolike_IL,no
localpop.io,,,discolike_IL,no
logical.co.il,,,supersoniq_proven,yes
logoai.co.il,,,discolike_IL,no
logoonline.co.il,,,discolike_IL,no
logosite.co.il,,,discolike_IL,no
logz.io,Logz.io,devtools,scrape|supersoniq_proven,yes
loka.co.il,,,discolike_IL,no
loopbridge.ai,,,discolike_IL,no
loopify.shop,,,discolike_IL,no
looprix.com,,,discolike_IL,no
loops.so,Loops,product analytics AI,scrape,no
loopy.co.il,,,discolike_IL,no
loora.com,Loora,AI English tutoring,scrape,no
lootlift.com,,,discolike_IL,no
loox.app,Loox,Ecommerce SaaS,discolike_IL|scrape,no
louly.co.il,,,discolike_IL,no
lp-rtz.co.il,,,discolike_IL,no
lubinski.co.il,,,supersoniq_proven,yes
lumark.ai,,,discolike_IL,no
lumecos.com,,,discolike_IL,no
lumia.security,Lumia,ai security saas,scrape,no
lumigo.io,Lumigo,devtools,scrape,no
lumiosync.com,,,discolike_IL,no
lunsoul.com,,,discolike_IL,no
luseed-vascular.com,,,supersoniq_proven,yes
lusha.com,Lusha,B2B sales intelligence,scrape,no
lutify.me,,,discolike_IL,no
lwit.ai,,,discolike_IL,no
lydlynk.com,,,discolike_IL,no
lynx.io,,,discolike_IL,no
lynxbe.co.il,,,discolike_IL,no
lynxbe.com,,,discolike_IL,no
lynxight.com,,,supersoniq_proven,yes
lynxir.com,,,discolike_IL,no
maarazim.co.il,,,discolike_IL,no
mabaya.com,,,supersoniq_proven,yes
mabrouk.io,,,discolike_IL,no
mabul.co.il,,,discolike_IL,no
mactab.io,,,discolike_IL,no
magdelete.co.il,,,discolike_IL,no
magen-ecoenergy.com,,,supersoniq_proven,yes
magicnet.co.il,,,discolike_IL,no
magicsoftware.com,Magic Software,App development platform,scrape,no
magnivicent.com,,,discolike_IL,no
mahbarot.co.il,,,discolike_IL,no
mail2sms.co.il,,,discolike_IL,no
mailboost.co.il,,,discolike_IL,no
mailcenter.co.il,,,discolike_IL,no
mailconfirmed.com,,,discolike_IL,no
mailertizer.com,,,discolike_IL,no
mailme.agency,,,discolike_IL,no
mailmonster.io,,,discolike_IL,no
mailsuite.co.il,,,discolike_IL,no
makeevmethod.co.il,,,discolike_IL,no
makeree.com,,,supersoniq_proven,yes
maklashin.com,,,discolike_IL,no
makorehayom.com,,,discolike_IL,no
malamteam.com,,,supersoniq_proven,yes
maliapp.co.il,,,discolike_IL,no
mallshoplink.com,,,discolike_IL,no
malyan.co.il,,,discolike_IL,no
mamaydigitizer.com,,,discolike_IL,no
manageyourtrip.com,Manage Your Trip,Travel SaaS,scrape,no
manpower.co.il,,,supersoniq_proven,yes
maolac.com,,,supersoniq_proven,yes
mapit.co.il,,,discolike_IL,no
maprint.com,,,discolike_IL,no
maprinter.com,,,discolike_IL,no
margic-pricing.com,,,discolike_IL,no
market-intelligence.ai,,,discolike_IL,no
marketaii.net,,,discolike_IL,no
marketeam.ai,,,supersoniq_proven,yes
marketerwingman.com,,,discolike_IL,no
marketflowz.com,,,discolike_IL,no
marketools.co.il,,,discolike_IL,no
marketplus.co.il,,,discolike_IL,no
markit.photos,,,discolike_IL,no
marmanet.co.il,,,supersoniq_proven,yes
marquis-mgt.com,,,supersoniq_proven,yes
marvinbox.com,,,discolike_IL,no
masaisrael.org,,,supersoniq_proven,yes
masterschool.com,Masterschool,edtech,scrape,no
masterview.co.il,,,discolike_IL,no
mastrocrm.com,,,discolike_IL,no
matchmaker.org.il,,,discolike_IL,no
materialspace.io,,,supersoniq_proven,yes
matia.io,Matia,DataOps,scrape,no
matics.live,,,supersoniq_proven,yes
maxicart.co.il,,,discolike_IL,no
maxshop.co.il,,,discolike_IL,no
maywebsite.co.il,,,discolike_IL,no
mazal-tov.events,,,discolike_IL,no
mazelpost.com,,,discolike_IL,no
mazkira.co.il,,,discolike_IL,no
mazkira.com,,,discolike_IL,no
mazminli.co.il,,,discolike_IL,no
mcr.co.il,,,discolike_IL,no
me-med.com,,,supersoniq_proven,yes
meadrinet.co.il,,,discolike_IL,no
mealafood.com,,,supersoniq_proven,yes
mecard.co.il,,,discolike_IL,no
meckano.com,,,discolike_IL,no
medatech.com,,,supersoniq_proven,yes
medaware.com,,,supersoniq_proven,yes
mediaforce.com,,,supersoniq_proven,yes
mediaforest-group.com,,,discolike_IL,no
mediapixs.net,,,discolike_IL,no
mediaplace.co.il,,,discolike_IL,no
mediascale.org,,,discolike_IL,no
medidatewith.me,,,discolike_IL,no
medior.co,,,discolike_IL,no
mediplast.co.il,,,supersoniq_proven,yes
medisafe.com,Medisafe,healthtech,scrape,no
medisale.info,,,discolike_IL,no
mediwound.com,,,supersoniq_proven,yes
medorion.com,,,supersoniq_proven,yes
medtechih.com,,,discolike_IL,no
medx-clinic.net,,,discolike_IL,no
medxelerator.com,,,supersoniq_proven,yes
meetapp.co.il,,,discolike_IL,no
meetapp.events,,,discolike_IL,no
meeting-scheduled.com,,,discolike_IL,no
meetleo.com,LeO,InsurTech,scrape,no
meetme-il.com,,,discolike_IL,no
meetupface.com,,,discolike_IL,no
mefargenim.biz,,,discolike_IL,no
megasaleboot.com,,,discolike_IL,no
megator.co.il,,,discolike_IL,no
megoafek.com,,,supersoniq_proven,yes
mekoodeshet.co.il,,,discolike_IL,no
melingo.com,,,discolike_IL,no
meliopayments.com,Melio,fintech,scrape,no
meltsecurity.com,,,discolike_IL,no
memora.co.il,,,discolike_IL,no
memoriesevents.co.il,,,discolike_IL,no
mendi.digital,,,discolike_IL,no
menow.ai,,,discolike_IL,no
menu360.co.il,,,discolike_IL,no
menubit.co.il,,,discolike_IL,no
menusday.com,,,discolike_IL,no
menzu.ir,,,discolike_IL,no
merchaii.net,,,discolike_IL,no
meser10.co.il,,,discolike_IL,no
mesergo.co.il,,,discolike_IL,no
meserplus.co.il,,,discolike_IL,no
mesh.security,,,supersoniq_proven,yes
meshpayments.com,Mesh Payments,fintech,scrape,no
mesima.co.il,,,discolike_IL,no
message.co.il,,,discolike_IL,no
messagewhiz.com,,,discolike_IL,no
meta3agents.com,,,discolike_IL,no
metalbear.com,MetalBear,devtools,scrape,no
metaldrawai.com,,,discolike_IL,no
metalicone.com,,,supersoniq_proven,yes
meteku-ai.com,,,discolike_IL,no
metivta.co,,,discolike_IL,no
metrux.com,,,discolike_IL,no
meytalcohen.co.il,,,discolike_IL,no
mgsoftware.co.il,,,discolike_IL,no
mhy.org.il,,,discolike_IL,no
michaelhalperin.net,,,discolike_IL,no
michalinks.co.il,,,supersoniq_proven,yes
midacheck.com,,,discolike_IL,no
midbound.ai,Midbound,website intent intelligence,scrape,no
mig-group.co.il,,,discolike_IL,no
mihzurmilim.co.il,,,discolike_IL,no
milestonezero.io,,,discolike_IL,no
mimun.ai,,,discolike_IL,no
mindchannel.co.il,,,discolike_IL,no
mindcrm.co.il,,,discolike_IL,no
minded.com,Minded,AI agents automation,scrape,no
mindgrix.com,,,discolike_IL,no
mingle-co.com,,,discolike_IL,no
minibuy.shop,,,discolike_IL,no
mintprint.app,,,discolike_IL,no
minus417.com,,,supersoniq_proven,yes
minute-ly.com,,,discolike_IL,no
minutemedia.com,Minute Media,martech,scrape,no
miracle.co.il,,,discolike_IL,no
mirakl.com,Mirakl,marketplace saas,scrape,no
misrad-ai.com,,,discolike_IL,no
mistrix.co,,,supersoniq_proven,yes
mitkadem.com,,,discolike_IL,no
mitsi.co.il,,,discolike_IL,no
mitvoice.com,,,discolike_IL,no
mitz.co.il,,,discolike_IL,no
mlmind.cloud,,,discolike_IL,no
mmpguru.com,,,discolike_IL,no
mntltd.ai,,,discolike_IL,no
mnu.co.il,,,discolike_IL,no
mobik.co.il,,,discolike_IL,no
mobile012.co.il,,,discolike_IL,no
mobilecard.co.il,,,discolike_IL,no
mobility-ltd.com,,,discolike_IL,no
mobitti.com,,,discolike_IL,no
mobix.group,,,discolike_IL,no
modelixcompany.com,,,discolike_IL,no
modli.co,,,supersoniq_proven,yes
